Phase,Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
 7 Kenswood ,5,21,Mid, H,547,Middle_Unit,5500000,10055,6/3/2023,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,6,9,Low, E,448,Small_Unit,4800000,10714,3/3/2023,North West,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,3,26,High, H,549,Middle_Unit,5700000,10383,3/3/2023,South East,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,10,29,High, H,547,Middle_Unit,5620000,10274,2/3/2023,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,8,20,Mid, F,441,Small_Unit,4850000,10998,1/3/2023,North West,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,12,30,High, G,548,Middle_Unit,5500000,10036,28/2/2023,North,10. Poor Street (Light Rail Track / Road),500,2
 2 Sherwood ,5,7,Low, E,448,Small_Unit,4750000,10603,28/2/2023,North East,6. Normal (Good Direction - S/E),500,6
 5 Lynwood ,2,33,High, H,1281,Large_Unit,11100000,8665,28/2/2023,West,10. Poor Street (Busy Road),1500,2
 3 Chestwood ,1,29,High, H,549,Middle_Unit,5600000,10200,28/2/2023,East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,4,14,Mid, G,547,Middle_Unit,5168000,9448,27/2/2023,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,1,16,Mid, A,635,Large_Unit,6350000,10000,27/2/2023,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,1,24,Mid, C,546,Middle_Unit,5650000,10348,27/2/2023,North East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,1,26,High, B,633,Large_Unit,2900000,4581,27/2/2023,South,1. Premium Plus (Full Park),500,9
 6 Maywood ,8,21,Mid, G,544,Middle_Unit,5580000,10257,23/2/2023,North East,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,9,1,Low, F,442,Small_Unit,4000000,9050,22/2/2023,South,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,3,22,Mid, H,547,Middle_Unit,5780000,10567,22/2/2023,South East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,1,10,Low, C,551,Middle_Unit,4680000,8494,22/2/2023,North East,6. Normal (Good Direction - S/E),1300,6
 5 Lynwood ,9,2,Low, F,442,Small_Unit,4180000,9457,21/2/2023,South,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,4,26,High, G,547,Middle_Unit,5400000,9872,21/2/2023,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,9,11,Mid, A,636,Large_Unit,5500000,8648,20/2/2023,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,7,24,Mid, E,448,Small_Unit,4560000,10179,20/2/2023,South West,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,5,27,High, E,448,Small_Unit,4600000,10268,17/2/2023,North East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,3,23,Mid, C,546,Middle_Unit,5650000,10348,17/2/2023,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,7,23,Mid, B,630,Large_Unit,6100000,9683,17/2/2023,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,1,10,Low, G,544,Middle_Unit,5350000,9835,17/2/2023,South West,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,9,11,Mid, B,633,Large_Unit,5950000,9400,14/2/2023,North West,10. Poor Street (Light Rail Track / Road),500,2
 2 Sherwood ,3,12,Mid, E,448,Small_Unit,4580000,10223,14/2/2023,North,8. Normal (Poor Direction - N/W),500,4.5
 7 Kenswood ,14,16,Mid, E,446,Small_Unit,4350000,9753,14/2/2023,North East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,4,25,Mid, H,549,Middle_Unit,5180000,9435,14/2/2023,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,10,20,Mid, A,635,Large_Unit,5800000,9134,14/2/2023,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,6,35,High, C,540,,1500000,2778,13/2/2023,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,4,25,Mid, D,544,Middle_Unit,5485000,10083,10/2/2023,South,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,13,33,High, A,635,Large_Unit,6050000,9528,10/2/2023,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,4,30,High, A,629,Large_Unit,6138888,9760,10/2/2023,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,1,14,Mid, B,623,Large_Unit,2650000,4254,9/2/2023,South West,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,11,17,Mid, E,448,Small_Unit,4630000,10335,9/2/2023,West,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,6,8,Low, H,550,Middle_Unit,4990000,9073,8/2/2023,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,6,19,Mid, C,546,Middle_Unit,5600000,10256,7/2/2023,South East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,4,14,Mid, H,549,Middle_Unit,5000000,9107,7/2/2023,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,7,4,Low, C,544,Middle_Unit,5250000,9651,7/2/2023,West,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,2,25,Mid, D,544,Middle_Unit,5430000,9982,7/2/2023,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,1,7,Low, E,448,Small_Unit,4838000,10799,7/2/2023,South West,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,8,10,Low, B,630,Large_Unit,5680000,9016,7/2/2023,East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,6,13,Mid, A,638,Large_Unit,5900000,9248,7/2/2023,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,4,10,Low, G,548,Middle_Unit,4570000,8339,6/2/2023,North East,10. Poor Street (Light Rail Track / Road),450,2
 2 Sherwood ,2,24,Mid, F,449,Small_Unit,4680000,10423,3/2/2023,North,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,6,7,Low, E,446,Small_Unit,4900000,10987,2/2/2023,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,4,35,High, E,446,Small_Unit,4450000,9978,2/2/2023,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,4,16,Mid, H,549,Middle_Unit,5780000,10528,1/2/2023,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,12,13,Mid, F,449,Small_Unit,4498000,10018,1/2/2023,South West,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,1,21,Mid, G,544,Middle_Unit,5100000,9375,1/2/2023,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,1,15,Mid, F,442,Small_Unit,4650000,10520,1/2/2023,East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,3,19,Mid, F,449,Small_Unit,4680000,10423,31/1/2023,East,6. Normal (Good Direction - S/E),1300,6
 1 Locwood ,9,14,Mid, F,449,Small_Unit,4400000,9800,31/1/2023,South,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,14,7,Low, B,633,Large_Unit,5800000,9163,30/1/2023,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,7,8,Low, B,633,Large_Unit,4850000,7662,30/1/2023,South West,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,10,30,High, G,547,Middle_Unit,5280000,9653,30/1/2023,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,2,11,Mid, D,547,Middle_Unit,5208000,9521,20/1/2023,South,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,12,30,High, C,546,Middle_Unit,5480000,10037,20/1/2023,South,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,5,23,Mid, A,636,Large_Unit,5800000,9119,20/1/2023,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,2,11,Mid, F,442,Small_Unit,4300000,9729,20/1/2023,East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,3,23,Mid, F,442,Small_Unit,4428000,10018,19/1/2023,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,3,16,Mid, B,630,Large_Unit,5760000,9143,18/1/2023,South,5. Good Internal (Pool/Piazza),1400,6.5
 6 Maywood ,7,23,Mid, H,540,Middle_Unit,5000000,9259,18/1/2023,East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,1,35,High, F,449,Small_Unit,5050000,11247,17/1/2023,East,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,2,25,Mid, E,446,Small_Unit,4800000,10762,17/1/2023,North,8. Normal (Poor Direction - N/W),1500,4.5
 3 Chestwood ,1,25,Mid, A,636,Large_Unit,6500000,10220,17/1/2023,South West,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,9,8,Low, F,442,Small_Unit,3500000,7919,17/1/2023,South,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,1,11,Mid, C,546,Middle_Unit,4928000,9026,16/1/2023,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,1,24,Mid, B,623,Large_Unit,5760000,9246,16/1/2023,South West,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,1,24,Mid, G,548,Middle_Unit,5600000,10219,13/1/2023,South West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,5,14,Mid, F,449,Small_Unit,4315000,9610,13/1/2023,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,1,15,Mid, A,635,Large_Unit,5800000,9134,13/1/2023,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,2,30,High, G,548,Middle_Unit,5700000,10401,13/1/2023,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,11,9,Low, D,551,Middle_Unit,4950000,8984,13/1/2023,North West,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,10,12,Mid, E,446,Small_Unit,4520000,10135,12/1/2023,North West,10. Poor Street (Busy Road),1400,2
 5 Lynwood ,6,14,Mid, D,547,Middle_Unit,4860000,8885,12/1/2023,South West,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,5,22,Mid, C,551,Middle_Unit,5220000,9474,11/1/2023,South East,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,2,7,Low, F,441,Small_Unit,4400000,9977,11/1/2023,North,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,1,19,Mid, B,633,Large_Unit,6050000,9558,9/1/2023,South,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,8,17,Mid, F,442,Small_Unit,4480000,10136,9/1/2023,North West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,9,25,Mid, A,635,Large_Unit,5948000,9367,6/1/2023,North East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,9,3,Low, H,550,Middle_Unit,4990000,9073,6/1/2023,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,13,27,High, A,636,Large_Unit,6170000,9701,5/1/2023,South East,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,6,29,High, C,546,Middle_Unit,5438800,9961,5/1/2023,South East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,4,7,Low, C,546,Middle_Unit,4800000,8791,4/1/2023,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,2,21,Mid, E,446,Small_Unit,4700000,10538,4/1/2023,North,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,2,26,High, C,551,Middle_Unit,4900000,8893,4/1/2023,North East,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,2,25,Mid, A,636,Large_Unit,1528000,2403,3/1/2023,South,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,5,9,Low, B,633,Large_Unit,5700000,9005,3/1/2023,South,1. Premium Plus (Full Park),500,9
 5 Lynwood ,7,5,Low, D,547,Middle_Unit,1250000,2285,3/1/2023,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,10,25,Mid, E,446,Small_Unit,4650000,10426,30/12/2022,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,4,12,Mid, F,442,Small_Unit,4380000,9910,29/12/2022,West,10. Poor Street (Busy Road),1500,2
 3 Chestwood ,1,31,High, E,448,Small_Unit,5000000,11161,29/12/2022,South West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,5,5,Low, F,449,Small_Unit,4250000,9465,28/12/2022,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,9,26,High, B,630,Large_Unit,6200000,9841,22/12/2022,North West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,2,24,Mid, B,633,Large_Unit,5600000,8847,22/12/2022,South West,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,4,3,Low, H,552,Middle_Unit,5180000,9384,20/12/2022,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,6,14,Mid, D,544,Middle_Unit,5300000,9743,20/12/2022,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,4,30,High, A,635,Large_Unit,6200000,9764,19/12/2022,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,1,27,High, F,449,Small_Unit,4680000,10423,16/12/2022,East,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,7,17,Mid, B,633,Large_Unit,5700000,9005,16/12/2022,South West,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,11,32,High, F,442,Small_Unit,4738000,10719,16/12/2022,West,10. Poor Street (Busy Road),1400,2
 6 Maywood ,2,21,Mid, H,540,Middle_Unit,5000000,9259,15/12/2022,West,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,4,32,High, D,544,Middle_Unit,5700000,10478,15/12/2022,South,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,5,33,High, F,449,Small_Unit,4300000,9577,14/12/2022,South West,1. Premium Plus (Full Park),500,9
 1 Locwood ,13,13,Mid, E,448,Small_Unit,4300000,9598,13/12/2022,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,2,34,High, E,448,Small_Unit,4500000,10045,13/12/2022,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,10,5,Low, A,638,Large_Unit,5688000,8915,13/12/2022,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,2,30,High, B,623,Large_Unit,5628000,9034,13/12/2022,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,12,9,Low, F,442,Small_Unit,4500000,10181,13/12/2022,South West,5. Good Internal (Pool/Piazza),1400,6.5
 6 Maywood ,8,26,High, B,623,Large_Unit,5810000,9326,7/12/2022,East,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,10,23,Mid, E,446,Small_Unit,4500000,10090,6/12/2022,North West,10. Poor Street (Busy Road),1500,2
 2 Sherwood ,2,17,Mid, D,551,Middle_Unit,5350000,9710,5/12/2022,South,1. Premium Plus (Full Park),500,9
 2 Sherwood ,6,30,High, G,548,Middle_Unit,5348000,9759,5/12/2022,South,1. Premium Plus (Full Park),500,9
 3 Chestwood ,1,14,Mid, D,543,Middle_Unit,4738000,8726,2/12/2022,North East,6. Normal (Good Direction - S/E),1300,6
 1 Locwood ,10,7,Low, B,633,Large_Unit,5650000,8926,2/12/2022,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,9,10,Low, E,446,Small_Unit,4750000,10650,1/12/2022,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,7,5,Low, E,441,Small_Unit,4170000,9456,1/12/2022,South West,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,3,30,High, C,544,Middle_Unit,4800000,8824,1/12/2022,North,4. Good Open (Distant Greenery),1500,7
 2 Sherwood ,6,15,Mid, G,548,Middle_Unit,5130000,9361,30/11/2022,South,1. Premium Plus (Full Park),500,9
 3 Chestwood ,6,32,High, C,551,Middle_Unit,6150000,11162,23/11/2022,South East,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,7,37,High, D,544,Middle_Unit,5550000,10202,22/11/2022,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,7,1,Low, C,546,Middle_Unit,4500000,8242,22/11/2022,West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,5,14,Mid, F,449,Small_Unit,4780000,10646,18/11/2022,South West,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,10,27,High, H,547,Middle_Unit,5268000,9631,18/11/2022,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,11,1,Low, H,549,Middle_Unit,4900000,8925,17/11/2022,South East,2. Premium (Open Channel/Greenery),500,8.5
 3 Chestwood ,4,19,Mid, H,549,Middle_Unit,5720000,10419,16/11/2022,South West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,5,24,Mid, H,540,Middle_Unit,5760000,10667,15/11/2022,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,8,12,Mid, H,549,Middle_Unit,5460000,9945,15/11/2022,South East,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,8,19,Mid, E,441,Small_Unit,4438000,10063,14/11/2022,North West,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,9,9,Low, H,550,Middle_Unit,5060000,9200,11/11/2022,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,8,6,Low, E,448,Small_Unit,4830000,10781,11/11/2022,North West,10. Poor Street (Light Rail Track / Road),500,2
 3 Chestwood ,5,29,High, D,543,Middle_Unit,5050000,9300,10/11/2022,North West,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,9,12,Mid, D,547,Middle_Unit,5660000,10347,10/11/2022,North,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,1,15,Mid, F,449,Small_Unit,4720000,10512,8/11/2022,East,10. Poor Street (Light Rail Track / Road),450,2
 2 Sherwood ,6,39,High, A,636,Large_Unit,7290000,11462,8/11/2022,South East,1. Premium Plus (Full Park),500,9
 1 Locwood ,11,9,Low, A,639,Large_Unit,6365000,9961,7/11/2022,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,10,12,Mid, F,442,Small_Unit,4770000,10792,7/11/2022,South West,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,3,24,Mid, G,548,Middle_Unit,5150000,9398,3/11/2022,South East,1. Premium Plus (Full Park),500,9
 1 Locwood ,14,4,Low, D,551,Middle_Unit,5093888,9245,1/11/2022,North,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,6,10,Low, F,442,Small_Unit,4500000,10181,1/11/2022,North,8. Normal (Poor Direction - N/W),1500,4.5
 3 Chestwood ,3,26,High, A,636,Large_Unit,6000000,9434,1/11/2022,South West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,4,14,Mid, G,544,Middle_Unit,5480000,10074,28/10/2022,North East,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,10,19,Mid, F,449,Small_Unit,4900000,10913,27/10/2022,South West,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,10,9,Low, E,448,Small_Unit,4480000,10000,27/10/2022,North West,10. Poor Street (Light Rail Track / Road),500,2
 2 Sherwood ,5,39,High, A,636,Large_Unit,7600000,11950,27/10/2022,South West,1. Premium Plus (Full Park),500,9
 2 Sherwood ,5,39,High, B,633,Large_Unit,7500000,11848,27/10/2022,South,1. Premium Plus (Full Park),500,9
 7 Kenswood ,9,22,Mid, C,546,Middle_Unit,5630000,10311,27/10/2022,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,13,33,High, D,551,Middle_Unit,5430000,9855,26/10/2022,South East,2. Premium (Open Channel/Greenery),500,8.5
 3 Chestwood ,2,1,Low, D,546,Middle_Unit,4608000,8440,26/10/2022,North East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,9,37,High, C,546,Middle_Unit,5600000,10256,26/10/2022,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,8,38,High, E,1002,Large_Unit,9700000,9681,26/10/2022,North West,10. Poor Street (Busy Road),1500,2
 1 Locwood ,12,15,Mid, C,551,Middle_Unit,5590000,10145,25/10/2022,South,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,8,34,High, E,446,Small_Unit,4780000,10717,21/10/2022,North West,10. Poor Street (Busy Road),1400,2
 6 Maywood ,3,2,Low, E,441,Small_Unit,4730000,10726,20/10/2022,North,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,7,3,Low, G,547,Middle_Unit,4500000,8227,20/10/2022,South East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,4,2,Low, H,552,Middle_Unit,5180000,9384,19/10/2022,South West,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,2,3,Low, H,550,Middle_Unit,5080000,9236,19/10/2022,West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,3,6,Low, D,547,Middle_Unit,5500000,10055,18/10/2022,North,8. Normal (Poor Direction - N/W),1400,4.5
 5 Lynwood ,5,31,High, C,546,Middle_Unit,5980000,10952,17/10/2022,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,7,7,Low, A,638,Large_Unit,5600000,8777,14/10/2022,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,9,32,High, G,547,Middle_Unit,5600000,10238,14/10/2022,East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,4,18,Mid, H,540,Middle_Unit,6000000,11111,14/10/2022,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,6,35,High, F,442,Small_Unit,4700000,10633,14/10/2022,North,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,7,33,High, E,446,Small_Unit,4880000,10942,14/10/2022,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,12,31,High, H,549,Middle_Unit,5680000,10346,13/10/2022,North West,10. Poor Street (Light Rail Track / Road),500,2
 6 Maywood ,8,12,Mid, E,441,Small_Unit,5120000,11610,12/10/2022,North West,4. Good Open (Distant Greenery),1500,7
 6 Maywood ,4,32,High, B,623,Large_Unit,6880000,11043,12/10/2022,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,5,3,Low, C,551,Middle_Unit,5300000,9619,12/10/2022,South East,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,2,9,Low, E,448,Small_Unit,4700000,10491,11/10/2022,North,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,6,3,Low, D,547,Middle_Unit,5080000,9287,11/10/2022,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,9,35,High, G,547,Middle_Unit,5480000,10018,10/10/2022,East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,8,2,Low, G,547,Middle_Unit,5480000,10018,7/10/2022,North East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,4,6,Low, F,449,Small_Unit,5000000,11136,7/10/2022,West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,3,30,High, G,544,Middle_Unit,5800000,10662,6/10/2022,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,6,2,Low, E,441,Small_Unit,4880000,11066,6/10/2022,North West,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,14,31,High, H,549,Middle_Unit,5680000,10346,29/9/2022,West,8. Normal (Poor Direction - N/W),500,4.5
 6 Maywood ,1,10,Low, C,544,Middle_Unit,4800000,8824,28/9/2022,North East,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,8,14,Mid, B,630,Large_Unit,6188000,9822,28/9/2022,East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,2,27,High, C,544,Middle_Unit,5900000,10846,27/9/2022,North East,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,8,22,Mid, F,442,Small_Unit,4780000,10814,23/9/2022,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,10,7,Low, H,550,Middle_Unit,5250000,9545,23/9/2022,South East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,2,6,Low, C,551,Middle_Unit,5700000,10345,21/9/2022,North East,6. Normal (Good Direction - S/E),500,6
 3 Chestwood ,3,29,High, A,636,Large_Unit,7600000,11950,21/9/2022,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,4,27,High, C,551,Middle_Unit,5500000,9982,20/9/2022,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,6,8,Low, C,546,Middle_Unit,5750000,10531,20/9/2022,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,4,3,Low, A,639,Large_Unit,6100000,9546,20/9/2022,South East,2. Premium (Open Channel/Greenery),450,8.5
